customer_id,restaurant_id,customer_name,restaurant_name,rating,cuisine,visit_date
829,37,Customer 829,Velvet Table,5,Italian,2023-03-11
636,12,Customer 636,Spicy Garden,4,Chinese,2023-09-21
385,50,Customer 385,La Belle Cuisine,4,Indian,2023-04-29
175,32,Customer 175,Maple & Main,4,Greek,2023-02-26
666,6,Customer 666,The Hungry Chef,4,Italian,2023-11-14
856,33,Customer 856,Taste of Tuscany,5,Italian,2023-03-27
50,25,Customer 50,Blue Lagoon,5,French,2023-01-14
754,48,Customer 754,Fusion Flavors,5,Italian,2023-05-14
467,1,Customer 467,Sakura Sushi,3,Japanese,2023-08-01
129,32,Customer 129,Maple & Main,4,American,2023-09-25
243,14,Customer 243,Pho Fever,5,American,2023-04-10
914,20,Customer 914,Harvest Table,5,American,2023-05-04
170,20,Customer 170,Harvest Table,4,American,2023-07-01
316,43,Customer 316,Mystic Curry,4,French,2023-02-04
185,44,Customer 185,Coastal Breeze,5,Japanese,2023-04-17
892,49,Customer 892,Timeless Taste,4,American,2023-12-21
996,27,Customer 996,Elegant Eatery,3,French,2023-09-07
864,37,Customer 864,Velvet Table,3,Chinese,2023-02-14
608,21,Customer 608,Ocean's Delight,5,French,2023-05-29
243,1,Customer 243,Sakura Sushi,3,French,2023-07-02
3,8,Customer 3,Curry House,4,Chinese,2023-12-11
77,28,Customer 77,Sunset Grill,5,Mexican,2023-10-13
859,49,Customer 859,Timeless Taste,5,Greek,2023-12-21
922,18,Customer 922,Pizza Planet,5,Greek,2023-06-10
704,46,Customer 704,Chili Haven,4,French,2023-03-17
412,36,Customer 412,Urban Grub,5,French,2023-01-15
118,39,Customer 118,Starlight Café,3,French,2023-09-16
954,37,Customer 954,Velvet Table,3,Indian,2023-08-18
717,31,Customer 717,The Olive Branch,4,American,2023-01-15
568,38,Customer 568,Amber Waves,3,Italian,2023-11-01
26,26,Customer 26,Rustic Retreat,4,Chinese,2023-09-02
266,42,Customer 266,Crimson Table,3,Italian,2023-02-03
888,8,Customer 888,Curry House,4,Italian,2023-06-09
706,27,Customer 706,Elegant Eatery,3,Mexican,2023-10-07
897,1,Customer 897,Sakura Sushi,5,American,2023-03-14
177,27,Customer 177,Elegant Eatery,5,Japanese,2023-04-07
623,50,Customer 623,La Belle Cuisine,3,Indian,2023-01-26
468,30,Customer 468,Pepper Mill,3,French,2023-12-12
93,42,Customer 93,Crimson Table,5,French,2023-12-10
301,2,Customer 301,Golden Dragon,4,Indian,2023-10-24
78,31,Customer 78,The Olive Branch,4,French,2023-06-30
122,47,Customer 122,Epicurean Delight,3,Greek,2023-07-12
885,13,Customer 885,BBQ Haven,3,Greek,2023-06-11
543,44,Customer 543,Coastal Breeze,5,Italian,2023-07-04
307,41,Customer 307,Midtown Diner,5,Greek,2023-11-17
399,36,Customer 399,Urban Grub,5,Italian,2023-06-15
767,29,Customer 767,Fiesta Feast,5,Chinese,2023-05-05
722,7,Customer 722,Dragonfly Diner,5,Greek,2023-12-19
473,38,Customer 473,Amber Waves,3,Mexican,2023-01-10
362,43,Customer 362,Mystic Curry,4,American,2023-11-06
62,28,Customer 62,Sunset Grill,3,French,2023-05-04
439,10,Customer 439,Taco Town,5,Indian,2023-07-11
404,11,Customer 404,Burger Barn,3,Mexican,2023-12-12
25,10,Customer 25,Taco Town,4,American,2023-12-03
264,3,Customer 264,Pasta Palace,3,Italian,2023-02-24
233,41,Customer 233,Midtown Diner,4,American,2023-05-24
946,8,Customer 946,Curry House,5,Greek,2023-09-29
884,21,Customer 884,Ocean's Delight,4,Italian,2023-02-09
139,41,Customer 139,Midtown Diner,4,Japanese,2023-07-07
525,18,Customer 525,Pizza Planet,5,French,2023-10-16
694,34,Customer 694,Royal Feast,3,American,2023-12-23
214,17,Customer 214,Kebab Kingdom,5,Chinese,2023-06-01
109,46,Customer 109,Chili Haven,5,Japanese,2023-08-17
910,23,Customer 910,Grill Master,3,Mexican,2023-03-04
630,6,Customer 630,The Hungry Chef,3,Mexican,2023-02-18
249,5,Customer 249,El Rancho,3,Japanese,2023-05-08
97,8,Customer 97,Curry House,5,French,2023-03-09
661,16,Customer 661,Crepe Corner,5,Italian,2023-06-19
179,37,Customer 179,Velvet Table,3,French,2023-11-03
303,41,Customer 303,Midtown Diner,4,Chinese,2023-03-21
663,40,Customer 663,Lavender Bistro,4,Italian,2023-12-15
939,30,Customer 939,Pepper Mill,4,Italian,2023-07-02
790,36,Customer 790,Urban Grub,4,Mexican,2023-01-18
868,35,Customer 868,Bamboo Garden,5,American,2023-05-02
340,6,Customer 340,The Hungry Chef,4,American,2023-01-16
569,3,Customer 569,Pasta Palace,3,French,2023-06-13
823,49,Customer 823,Timeless Taste,3,French,2023-03-26
177,9,Customer 177,Mama's Kitchen,4,American,2023-08-21
777,32,Customer 777,Maple & Main,5,Greek,2023-01-05
141,16,Customer 141,Crepe Corner,3,Italian,2023-01-19
870,30,Customer 870,Pepper Mill,5,Chinese,2023-08-05
249,16,Customer 249,Crepe Corner,3,Greek,2023-12-17
964,20,Customer 964,Harvest Table,5,Chinese,2023-11-25
509,29,Customer 509,Fiesta Feast,4,French,2023-05-27
103,20,Customer 103,Harvest Table,5,Italian,2023-07-24
404,15,Customer 404,Noodle Nirvana,5,American,2023-08-16
795,31,Customer 795,The Olive Branch,3,Japanese,2023-10-20
204,45,Customer 204,The Golden Plate,5,French,2023-11-05
126,44,Customer 126,Coastal Breeze,4,American,2023-09-25
258,43,Customer 258,Mystic Curry,4,Mexican,2023-06-05
381,23,Customer 381,Grill Master,4,Mexican,2023-01-15
511,47,Customer 511,Epicurean Delight,4,Chinese,2023-12-13
855,8,Customer 855,Curry House,5,Japanese,2023-11-08
909,48,Customer 909,Fusion Flavors,4,American,2023-03-20
772,42,Customer 772,Crimson Table,5,Italian,2023-10-03
854,26,Customer 854,Rustic Retreat,5,Indian,2023-03-29
41,35,Customer 41,Bamboo Garden,5,Indian,2023-01-18
267,47,Customer 267,Epicurean Delight,5,American,2023-03-04
613,42,Customer 613,Crimson Table,3,French,2023-06-29
199,39,Customer 199,Starlight Café,4,French,2023-12-10
326,30,Customer 326,Pepper Mill,4,Greek,2023-06-18
599,29,Customer 599,Fiesta Feast,4,Japanese,2023-11-27
464,3,Customer 464,Pasta Palace,5,Japanese,2023-07-07
520,35,Customer 520,Bamboo Garden,3,American,2023-05-08
660,3,Customer 660,Pasta Palace,3,Chinese,2023-06-24
594,29,Customer 594,Fiesta Feast,3,Greek,2023-09-22
902,49,Customer 902,Timeless Taste,5,Mexican,2023-07-27
448,35,Customer 448,Bamboo Garden,3,Japanese,2023-08-08
458,48,Customer 458,Fusion Flavors,3,French,2023-07-02
498,48,Customer 498,Fusion Flavors,3,Greek,2023-03-27
193,50,Customer 193,La Belle Cuisine,3,Chinese,2023-06-17
77,8,Customer 77,Curry House,3,Greek,2023-10-31
213,46,Customer 213,Chili Haven,3,American,2023-07-18
779,44,Customer 779,Coastal Breeze,3,French,2023-11-22
566,7,Customer 566,Dragonfly Diner,5,Indian,2023-05-23
726,29,Customer 726,Fiesta Feast,4,Indian,2023-10-15
855,10,Customer 855,Taco Town,3,Japanese,2023-11-19
534,8,Customer 534,Curry House,4,Mexican,2023-05-07
262,24,Customer 262,Garden Bistro,4,Chinese,2023-06-04
449,32,Customer 449,Maple & Main,4,French,2023-07-30
993,15,Customer 993,Noodle Nirvana,3,Greek,2023-10-02
831,8,Customer 831,Curry House,3,Italian,2023-12-18
540,11,Customer 540,Burger Barn,4,Greek,2023-10-04
285,4,Customer 285,Le Gourmet,4,Mexican,2023-05-11
236,10,Customer 236,Taco Town,3,Indian,2023-12-01
428,44,Customer 428,Coastal Breeze,4,Italian,2023-06-04
721,8,Customer 721,Curry House,4,Chinese,2023-07-16
779,27,Customer 779,Elegant Eatery,4,Chinese,2023-04-19
897,20,Customer 897,Harvest Table,5,Indian,2023-07-27
704,49,Customer 704,Timeless Taste,5,Italian,2023-04-05
316,18,Customer 316,Pizza Planet,4,Chinese,2023-03-01
819,7,Customer 819,Dragonfly Diner,4,Japanese,2023-05-07
954,38,Customer 954,Amber Waves,3,Indian,2023-03-31
440,17,Customer 440,Kebab Kingdom,4,Italian,2023-04-07
412,42,Customer 412,Crimson Table,3,Chinese,2023-12-08
394,26,Customer 394,Rustic Retreat,3,French,2023-10-26
740,30,Customer 740,Pepper Mill,5,Mexican,2023-02-18
14,5,Customer 14,El Rancho,4,Indian,2023-12-17
110,14,Customer 110,Pho Fever,5,Indian,2023-09-08
227,49,Customer 227,Timeless Taste,3,Greek,2023-10-30
293,6,Customer 293,The Hungry Chef,4,Chinese,2023-11-01
691,26,Customer 691,Rustic Retreat,3,American,2023-10-07
361,4,Customer 361,Le Gourmet,5,Mexican,2023-06-13
377,3,Customer 377,Pasta Palace,4,Chinese,2023-10-09
810,12,Customer 810,Spicy Garden,5,Chinese,2023-04-04
833,49,Customer 833,Timeless Taste,4,Japanese,2023-04-02
473,27,Customer 473,Elegant Eatery,3,American,2023-08-02
857,13,Customer 857,BBQ Haven,3,Japanese,2023-04-13
789,21,Customer 789,Ocean's Delight,5,Italian,2023-07-18
922,32,Customer 922,Maple & Main,3,Japanese,2023-12-10
376,28,Customer 376,Sunset Grill,3,American,2023-12-06
576,2,Customer 576,Golden Dragon,4,Chinese,2023-06-25
392,28,Customer 392,Sunset Grill,3,Greek,2023-03-07
897,26,Customer 897,Rustic Retreat,5,Japanese,2023-08-04
633,36,Customer 633,Urban Grub,3,French,2023-05-08
224,24,Customer 224,Garden Bistro,3,Indian,2023-10-09
221,8,Customer 221,Curry House,4,Indian,2023-03-17
648,27,Customer 648,Elegant Eatery,4,Greek,2023-04-17
455,43,Customer 455,Mystic Curry,5,Italian,2023-12-17
467,49,Customer 467,Timeless Taste,3,Greek,2023-07-23
295,35,Customer 295,Bamboo Garden,5,Greek,2023-07-13
241,25,Customer 241,Blue Lagoon,4,American,2023-05-06
359,45,Customer 359,The Golden Plate,4,Japanese,2023-09-04
511,4,Customer 511,Le Gourmet,4,Chinese,2023-12-14
576,36,Customer 576,Urban Grub,4,Chinese,2023-02-23
541,5,Customer 541,El Rancho,3,Japanese,2023-03-26
244,19,Customer 244,Waffle World,5,French,2023-09-24
429,43,Customer 429,Mystic Curry,4,French,2023-03-23
524,17,Customer 524,Kebab Kingdom,4,Chinese,2023-01-23
354,50,Customer 354,La Belle Cuisine,4,Japanese,2023-12-29
58,5,Customer 58,El Rancho,3,American,2023-03-02
985,6,Customer 985,The Hungry Chef,4,French,2023-04-13
266,38,Customer 266,Amber Waves,4,Indian,2023-03-02
519,41,Customer 519,Midtown Diner,4,French,2023-12-20
601,1,Customer 601,Sakura Sushi,3,Mexican,2023-04-07
788,27,Customer 788,Elegant Eatery,4,Japanese,2023-08-21
793,3,Customer 793,Pasta Palace,3,Greek,2023-01-31
752,13,Customer 752,BBQ Haven,4,Greek,2023-07-20
175,2,Customer 175,Golden Dragon,5,Chinese,2023-02-14
334,38,Customer 334,Amber Waves,3,French,2023-08-12
415,1,Customer 415,Sakura Sushi,3,Greek,2023-12-16
193,44,Customer 193,Coastal Breeze,3,Italian,2023-07-18
689,25,Customer 689,Blue Lagoon,4,Italian,2023-05-05
576,37,Customer 576,Velvet Table,3,Japanese,2023-01-20
655,27,Customer 655,Elegant Eatery,4,Greek,2023-02-23
775,4,Customer 775,Le Gourmet,3,Italian,2023-12-09
703,39,Customer 703,Starlight Café,3,Chinese,2023-06-23
933,38,Customer 933,Amber Waves,5,Greek,2023-08-03
54,40,Customer 54,Lavender Bistro,4,Greek,2023-07-12
779,19,Customer 779,Waffle World,4,Indian,2023-05-14
765,23,Customer 765,Grill Master,3,Mexican,2023-11-08
917,40,Customer 917,Lavender Bistro,4,Japanese,2023-10-07
569,1,Customer 569,Sakura Sushi,5,French,2023-07-29
200,11,Customer 200,Burger Barn,4,French,2023-11-23
326,17,Customer 326,Kebab Kingdom,5,Indian,2023-02-27
316,7,Customer 316,Dragonfly Diner,3,American,2023-04-28
633,35,Customer 633,Bamboo Garden,5,Greek,2023-05-01
433,18,Customer 433,Pizza Planet,4,Greek,2023-12-19
929,22,Customer 929,Savory Spoon,3,American,2023-05-17
627,18,Customer 627,Pizza Planet,4,Japanese,2023-03-29
717,3,Customer 717,Pasta Palace,4,Chinese,2023-07-27
442,8,Customer 442,Curry House,4,Italian,2023-06-13
616,15,Customer 616,Noodle Nirvana,5,Indian,2023-09-28
146,39,Customer 146,Starlight Café,4,Chinese,2023-10-29
580,22,Customer 580,Savory Spoon,5,Greek,2023-06-15
190,6,Customer 190,The Hungry Chef,5,American,2023-03-08
316,32,Customer 316,Maple & Main,3,French,2023-06-14
509,25,Customer 509,Blue Lagoon,5,French,2023-11-13
699,13,Customer 699,BBQ Haven,4,American,2023-02-05
777,27,Customer 777,Elegant Eatery,5,Mexican,2023-05-06
503,12,Customer 503,Spicy Garden,3,Greek,2023-12-20
771,4,Customer 771,Le Gourmet,4,Indian,2023-08-06
956,36,Customer 956,Urban Grub,5,Italian,2023-12-27
852,37,Customer 852,Velvet Table,3,Italian,2023-05-28
746,9,Customer 746,Mama's Kitchen,3,American,2023-05-06
438,25,Customer 438,Blue Lagoon,4,French,2023-08-01
582,22,Customer 582,Savory Spoon,4,Indian,2023-10-10
865,44,Customer 865,Coastal Breeze,5,Mexican,2023-05-11
723,1,Customer 723,Sakura Sushi,5,Chinese,2023-10-26
901,42,Customer 901,Crimson Table,4,Greek,2023-03-17
112,37,Customer 112,Velvet Table,5,Greek,2023-03-29
486,7,Customer 486,Dragonfly Diner,4,Greek,2023-04-11
488,31,Customer 488,The Olive Branch,4,French,2023-07-31
125,50,Customer 125,La Belle Cuisine,3,French,2023-02-08
505,25,Customer 505,Blue Lagoon,5,Italian,2023-12-23
712,41,Customer 712,Midtown Diner,5,American,2023-04-19
916,7,Customer 916,Dragonfly Diner,3,Italian,2023-04-30
989,25,Customer 989,Blue Lagoon,4,Indian,2023-11-04
578,30,Customer 578,Pepper Mill,3,American,2023-05-22
797,45,Customer 797,The Golden Plate,3,Italian,2023-06-24
249,28,Customer 249,Sunset Grill,3,Japanese,2023-07-01
659,28,Customer 659,Sunset Grill,4,Japanese,2023-02-13
148,10,Customer 148,Taco Town,4,Italian,2023-01-28
82,45,Customer 82,The Golden Plate,3,American,2023-02-10
585,20,Customer 585,Harvest Table,4,Greek,2023-01-11
270,6,Customer 270,The Hungry Chef,3,Italian,2023-06-19
478,19,Customer 478,Waffle World,5,Mexican,2023-10-06
323,10,Customer 323,Taco Town,4,Chinese,2023-08-04
607,4,Customer 607,Le Gourmet,4,Chinese,2023-06-27
794,2,Customer 794,Golden Dragon,3,Indian,2023-12-24
913,47,Customer 913,Epicurean Delight,5,Indian,2023-08-17
431,34,Customer 431,Royal Feast,3,Italian,2023-07-12
588,24,Customer 588,Garden Bistro,3,Mexican,2023-03-22
876,13,Customer 876,BBQ Haven,4,Mexican,2023-01-27
650,12,Customer 650,Spicy Garden,5,Chinese,2023-01-14
938,10,Customer 938,Taco Town,5,Chinese,2023-10-12
669,1,Customer 669,Sakura Sushi,3,Italian,2023-12-23
582,49,Customer 582,Timeless Taste,5,Italian,2023-03-11
312,48,Customer 312,Fusion Flavors,5,Japanese,2023-10-18
117,44,Customer 117,Coastal Breeze,5,Japanese,2023-02-04
756,15,Customer 756,Noodle Nirvana,4,American,2023-03-18
53,23,Customer 53,Grill Master,5,American,2023-07-22
295,45,Customer 295,The Golden Plate,4,American,2023-02-26
692,3,Customer 692,Pasta Palace,3,Japanese,2023-01-02
639,19,Customer 639,Waffle World,4,Japanese,2023-05-24
324,3,Customer 324,Pasta Palace,4,Mexican,2023-12-19
633,2,Customer 633,Golden Dragon,3,Greek,2023-07-07
986,18,Customer 986,Pizza Planet,5,Japanese,2023-06-21
975,12,Customer 975,Spicy Garden,4,Italian,2023-12-08
295,13,Customer 295,BBQ Haven,4,Japanese,2023-06-11
161,38,Customer 161,Amber Waves,3,Japanese,2023-06-18
167,33,Customer 167,Taste of Tuscany,3,Greek,2023-10-21
262,18,Customer 262,Pizza Planet,5,Greek,2023-09-01
924,21,Customer 924,Ocean's Delight,5,French,2023-02-10
51,35,Customer 51,Bamboo Garden,4,Japanese,2023-12-11
514,9,Customer 514,Mama's Kitchen,5,Indian,2023-11-23
362,22,Customer 362,Savory Spoon,3,American,2023-04-01
335,40,Customer 335,Lavender Bistro,5,Italian,2023-06-02
128,14,Customer 128,Pho Fever,5,American,2023-11-30
295,49,Customer 295,Timeless Taste,4,Mexican,2023-01-30
250,33,Customer 250,Taste of Tuscany,5,French,2023-12-07
636,20,Customer 636,Harvest Table,3,Japanese,2023-01-10
140,24,Customer 140,Garden Bistro,3,American,2023-11-03
622,10,Customer 622,Taco Town,4,American,2023-10-27
895,14,Customer 895,Pho Fever,3,French,2023-09-15
938,23,Customer 938,Grill Master,4,Greek,2023-04-22
581,14,Customer 581,Pho Fever,4,French,2023-11-15
435,8,Customer 435,Curry House,5,Mexican,2023-01-08
789,8,Customer 789,Curry House,4,Chinese,2023-04-02
912,47,Customer 912,Epicurean Delight,4,Indian,2023-01-09
333,4,Customer 333,Le Gourmet,5,French,2023-12-26
827,34,Customer 827,Royal Feast,3,Chinese,2023-01-06
103,23,Customer 103,Grill Master,3,Chinese,2023-01-05
175,48,Customer 175,Fusion Flavors,4,American,2023-07-12
920,12,Customer 920,Spicy Garden,4,French,2023-07-07
410,47,Customer 410,Epicurean Delight,5,Japanese,2023-05-17
447,28,Customer 447,Sunset Grill,3,French,2023-10-18
256,8,Customer 256,Curry House,3,American,2023-12-09
601,42,Customer 601,Crimson Table,5,American,2023-07-25
593,24,Customer 593,Garden Bistro,4,Mexican,2023-06-15
293,32,Customer 293,Maple & Main,5,Greek,2023-12-22
124,39,Customer 124,Starlight Café,3,Italian,2023-06-01
769,33,Customer 769,Taste of Tuscany,3,Italian,2023-06-22
612,17,Customer 612,Kebab Kingdom,5,Mexican,2023-01-06
371,15,Customer 371,Noodle Nirvana,3,Indian,2023-02-08
169,3,Customer 169,Pasta Palace,4,French,2023-11-02
704,5,Customer 704,El Rancho,3,American,2023-11-30
192,37,Customer 192,Velvet Table,5,Chinese,2023-11-04
559,20,Customer 559,Harvest Table,3,Chinese,2023-09-11
64,9,Customer 64,Mama's Kitchen,5,Chinese,2023-09-18
963,9,Customer 963,Mama's Kitchen,5,Mexican,2023-12-12
165,3,Customer 165,Pasta Palace,3,Italian,2023-10-17
798,3,Customer 798,Pasta Palace,5,French,2023-03-25
674,8,Customer 674,Curry House,3,Indian,2023-04-01
507,48,Customer 507,Fusion Flavors,4,Italian,2023-02-27
983,18,Customer 983,Pizza Planet,3,American,2023-12-04
476,17,Customer 476,Kebab Kingdom,5,French,2023-02-06
398,20,Customer 398,Harvest Table,3,American,2023-11-28
748,17,Customer 748,Kebab Kingdom,4,Indian,2023-11-01
799,9,Customer 799,Mama's Kitchen,4,Chinese,2023-09-05
762,31,Customer 762,The Olive Branch,5,Greek,2023-10-28
737,31,Customer 737,The Olive Branch,4,Greek,2023-07-25
789,50,Customer 789,La Belle Cuisine,5,American,2023-08-03
212,49,Customer 212,Timeless Taste,3,Indian,2023-05-15
309,14,Customer 309,Pho Fever,4,American,2023-06-26
39,49,Customer 39,Timeless Taste,3,Italian,2023-01-22
100,20,Customer 100,Harvest Table,3,Japanese,2023-07-23
514,14,Customer 514,Pho Fever,3,Chinese,2023-03-16
78,44,Customer 78,Coastal Breeze,4,French,2023-01-16
82,33,Customer 82,Taste of Tuscany,4,American,2023-10-25
264,16,Customer 264,Crepe Corner,4,Chinese,2023-08-21
709,44,Customer 709,Coastal Breeze,5,American,2023-05-18
473,34,Customer 473,Royal Feast,4,Mexican,2023-10-06
509,25,Customer 509,Blue Lagoon,4,French,2023-09-10
267,6,Customer 267,The Hungry Chef,3,Indian,2023-04-08
464,43,Customer 464,Mystic Curry,3,Indian,2023-02-13
484,4,Customer 484,Le Gourmet,5,French,2023-05-14
82,37,Customer 82,Velvet Table,3,American,2023-04-28
401,25,Customer 401,Blue Lagoon,3,Indian,2023-12-26
636,36,Customer 636,Urban Grub,3,American,2023-03-25
346,16,Customer 346,Crepe Corner,5,Greek,2023-10-28
960,32,Customer 960,Maple & Main,3,French,2023-12-11
764,22,Customer 764,Savory Spoon,5,American,2023-08-13
32,43,Customer 32,Mystic Curry,4,Japanese,2023-06-10
557,10,Customer 557,Taco Town,5,French,2023-08-10
111,3,Customer 111,Pasta Palace,5,Mexican,2023-08-04
507,14,Customer 507,Pho Fever,5,American,2023-11-12
151,27,Customer 151,Elegant Eatery,4,Indian,2023-05-15
104,25,Customer 104,Blue Lagoon,3,Italian,2023-11-29
899,11,Customer 899,Burger Barn,3,Chinese,2023-03-08
1,3,Customer 1,Pasta Palace,5,Japanese,2023-10-08
611,14,Customer 611,Pho Fever,4,Italian,2023-04-29
799,43,Customer 799,Mystic Curry,4,Italian,2023-05-26
890,46,Customer 890,Chili Haven,4,Chinese,2023-04-13
499,34,Customer 499,Royal Feast,5,French,2023-08-06
258,28,Customer 258,Sunset Grill,4,Mexican,2023-08-25
376,28,Customer 376,Sunset Grill,5,Japanese,2023-01-02
591,23,Customer 591,Grill Master,4,American,2023-12-11
570,44,Customer 570,Coastal Breeze,3,French,2023-06-11
163,11,Customer 163,Burger Barn,3,Japanese,2023-12-15
553,47,Customer 553,Epicurean Delight,4,Chinese,2023-12-17
124,17,Customer 124,Kebab Kingdom,4,Chinese,2023-03-30
171,6,Customer 171,The Hungry Chef,4,Mexican,2023-10-20
211,29,Customer 211,Fiesta Feast,5,Italian,2023-10-24
658,48,Customer 658,Fusion Flavors,3,Mexican,2023-09-18
794,43,Customer 794,Mystic Curry,5,Italian,2023-04-03
292,24,Customer 292,Garden Bistro,4,Indian,2023-03-12
458,13,Customer 458,BBQ Haven,5,Indian,2023-02-09
380,16,Customer 380,Crepe Corner,4,Mexican,2023-01-07
346,17,Customer 346,Kebab Kingdom,5,Chinese,2023-08-16
899,32,Customer 899,Maple & Main,4,Indian,2023-11-26
250,27,Customer 250,Elegant Eatery,4,Mexican,2023-07-17
152,50,Customer 152,La Belle Cuisine,5,American,2023-04-30
837,44,Customer 837,Coastal Breeze,4,Italian,2023-03-24
206,1,Customer 206,Sakura Sushi,5,Chinese,2023-06-12
970,47,Customer 970,Epicurean Delight,3,Greek,2023-12-25
591,14,Customer 591,Pho Fever,3,American,2023-12-07
489,3,Customer 489,Pasta Palace,3,Chinese,2023-08-27
647,5,Customer 647,El Rancho,5,Indian,2023-08-19
828,13,Customer 828,BBQ Haven,5,Mexican,2023-06-04
253,49,Customer 253,Timeless Taste,3,American,2023-02-08
693,22,Customer 693,Savory Spoon,3,Italian,2023-02-17
578,10,Customer 578,Taco Town,5,Greek,2023-07-26
694,32,Customer 694,Maple & Main,5,Italian,2023-09-09
253,17,Customer 253,Kebab Kingdom,4,Greek,2023-01-04
65,49,Customer 65,Timeless Taste,3,Indian,2023-01-19
783,22,Customer 783,Savory Spoon,4,Mexican,2023-12-24
928,13,Customer 928,BBQ Haven,3,French,2023-11-04
115,22,Customer 115,Savory Spoon,3,Indian,2023-07-16
917,46,Customer 917,Chili Haven,3,American,2023-06-19
913,46,Customer 913,Chili Haven,4,Indian,2023-07-13
221,47,Customer 221,Epicurean Delight,5,Japanese,2023-08-10
515,37,Customer 515,Velvet Table,4,Mexican,2023-06-16
485,42,Customer 485,Crimson Table,4,Indian,2023-02-17
332,30,Customer 332,Pepper Mill,3,Chinese,2023-10-11
664,20,Customer 664,Harvest Table,5,Mexican,2023-06-16
464,23,Customer 464,Grill Master,3,French,2023-04-27
260,37,Customer 260,Velvet Table,5,French,2023-04-01
124,12,Customer 124,Spicy Garden,5,Italian,2023-12-22
688,4,Customer 688,Le Gourmet,4,French,2023-12-09
689,4,Customer 689,Le Gourmet,5,French,2023-11-14
576,29,Customer 576,Fiesta Feast,5,Italian,2023-07-29
74,14,Customer 74,Pho Fever,5,Japanese,2023-03-27
248,7,Customer 248,Dragonfly Diner,5,French,2023-06-29
542,39,Customer 542,Starlight Café,5,Italian,2023-12-11
867,3,Customer 867,Pasta Palace,5,Italian,2023-07-12
761,7,Customer 761,Dragonfly Diner,4,Italian,2023-12-04
712,31,Customer 712,The Olive Branch,3,American,2023-11-17
649,36,Customer 649,Urban Grub,5,Japanese,2023-01-22
462,21,Customer 462,Ocean's Delight,3,Mexican,2023-02-23
159,47,Customer 159,Epicurean Delight,3,Indian,2023-01-02
387,31,Customer 387,The Olive Branch,5,French,2023-05-31
592,16,Customer 592,Crepe Corner,4,Mexican,2023-01-30
951,30,Customer 951,Pepper Mill,5,Japanese,2023-08-24
539,13,Customer 539,BBQ Haven,4,Greek,2023-08-07
66,28,Customer 66,Sunset Grill,5,Chinese,2023-06-24
249,17,Customer 249,Kebab Kingdom,3,Italian,2023-02-17
510,12,Customer 510,Spicy Garden,5,Greek,2023-01-21
763,5,Customer 763,El Rancho,4,Indian,2023-10-22
882,35,Customer 882,Bamboo Garden,4,Chinese,2023-12-24
198,38,Customer 198,Amber Waves,4,Japanese,2023-11-19
275,1,Customer 275,Sakura Sushi,3,Greek,2023-09-01
231,42,Customer 231,Crimson Table,3,American,2023-05-06
630,29,Customer 630,Fiesta Feast,5,Japanese,2023-05-08
24,22,Customer 24,Savory Spoon,4,French,2023-06-29
864,2,Customer 864,Golden Dragon,4,Indian,2023-04-08
743,14,Customer 743,Pho Fever,3,American,2023-09-06
58,45,Customer 58,The Golden Plate,3,Greek,2023-06-28
439,27,Customer 439,Elegant Eatery,4,Chinese,2023-11-01
230,29,Customer 230,Fiesta Feast,3,Chinese,2023-06-05
867,24,Customer 867,Garden Bistro,5,Mexican,2023-12-22
296,15,Customer 296,Noodle Nirvana,5,Chinese,2023-03-06
660,11,Customer 660,Burger Barn,3,Greek,2023-10-23
857,45,Customer 857,The Golden Plate,3,Chinese,2023-07-31
276,48,Customer 276,Fusion Flavors,3,American,2023-05-31
440,44,Customer 440,Coastal Breeze,5,Indian,2023-10-02
338,16,Customer 338,Crepe Corner,4,Chinese,2023-03-01
951,48,Customer 951,Fusion Flavors,3,Greek,2023-04-08
192,7,Customer 192,Dragonfly Diner,4,French,2023-07-09
610,49,Customer 610,Timeless Taste,5,Mexican,2023-09-30
632,35,Customer 632,Bamboo Garden,4,Greek,2023-01-12
517,7,Customer 517,Dragonfly Diner,4,Greek,2023-07-04
271,18,Customer 271,Pizza Planet,3,Chinese,2023-12-29
565,8,Customer 565,Curry House,3,Mexican,2023-07-08
495,13,Customer 495,BBQ Haven,3,Chinese,2023-02-19
224,41,Customer 224,Midtown Diner,5,Mexican,2023-03-28
430,14,Customer 430,Pho Fever,5,Japanese,2023-04-27
677,32,Customer 677,Maple & Main,5,American,2023-02-16
361,45,Customer 361,The Golden Plate,5,Italian,2023-04-14
373,39,Customer 373,Starlight Café,3,Mexican,2023-04-26
717,35,Customer 717,Bamboo Garden,5,French,2023-02-24
772,11,Customer 772,Burger Barn,3,Mexican,2023-10-09
624,11,Customer 624,Burger Barn,4,Indian,2023-12-05
385,45,Customer 385,The Golden Plate,5,Chinese,2023-02-24
422,15,Customer 422,Noodle Nirvana,4,French,2023-08-15
380,39,Customer 380,Starlight Café,4,Chinese,2023-10-03
276,29,Customer 276,Fiesta Feast,3,Greek,2023-11-30
376,23,Customer 376,Grill Master,3,American,2023-10-30
590,10,Customer 590,Taco Town,5,Chinese,2023-04-03
883,36,Customer 883,Urban Grub,5,Greek,2023-05-31
596,50,Customer 596,La Belle Cuisine,4,Japanese,2023-05-20
377,45,Customer 377,The Golden Plate,5,American,2023-11-05
383,11,Customer 383,Burger Barn,5,American,2023-11-20
725,1,Customer 725,Sakura Sushi,3,Indian,2023-04-06
